SITE_CODE,SURVEY_DATE,SURVEY_AREA_SQM,SURVEY_HABITAT,SURVEY_REASON,SURVEY_PRIMAY_OFFICER,SURVET_SECONDARY_OFFICER,SURVEY_COMMENTS,SURVEY_SPECIES,LARVAL_DENSITY_1,LARVAL_DENSITY_2,LARVAL_DENSITY_3,LARVAL_DENSITY_4,LARVAL_DENSITY_P,LARVAL_DENSITY_AV,LANDING_RATE_SPECIES,LAND_RATE,TREATMENT_DATE,TREATMENT_AREA_SQM,TREATMENT_PRIMARY_OFFICER,TREATMENT_SECONDARY_OFFICER,TREATMENT_COMMENT,TREATMENT_METHOD,TREATMENT_CONTROL_AGENT,Qty (kg),Rate,EVALUATION_DATE,EVALUATION_OFFICER,EVALUATION_MET,SPECIES,SAMPLE_STAGE_1,SAMPLE_STAGE_2,SAMPLE_STAGE_3,SAMPLE_STAGE_4,SAMPLE_STAGE_P,SAMPLE_STAGE_AD,MORTAILTY_LAR,MORTALITY_P,MORTALITY_AD,MORTALITY_TOTAL,RUN_FORM_7
C43-4,31/01/2013,8000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,5,10,,,,20,30. No mosquitoes,1. None,31/01/2013,8000,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),7,7,,,,,,,,,,,,,,,
C44-3,31/01/2013,10000,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,20,30. No mosquitoes,1. None,31/01/2013,10000,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),10,7,,,,,,,,,,,,,,,
C44-1,31/01/2013,5000,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,10,,,20,30. No mosquitoes,1. None,31/01/2013,5000,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3,7,,,,,,,,,,,,,,,
C44-4,31/01/2013,11000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,6,,,,10,30. No mosquitoes,1. None,31/01/2013,1100,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),12,7,,,,,,,,,,,,,,,
C14-8,31/01/2013,10000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,7,,,,10,30. No mosquitoes,1. None,31/01/2013,10000,pm,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),9,7,,,,,,,,,,,,,,,
WP23-11,31/01/2013,2000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,10,,,,10,30. No mosquitoes,1. None,31/01/2013,2000,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2,7,,,,,,,,,,,,,,,
WP32-1,31/01/2013,5000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,5,,,,10,30. No mosquitoes,1. None,31/01/2013,5000,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3,7,,,,,,,,,,,,,,,
WP23-16,31/01/2013,2000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,5,,,,10,30. No mosquitoes,1. None,31/01/2013,2000,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1,7,,,,,,,,,,,,,,,
WP23/18,31/01/2013,1400,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,,10,,,10,30. No mosquitoes,1. None,31/01/2013,1400,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1,7,,,,,,,,,,,,,,,
WP23-13,31/01/2013,4000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,10,,,,10,30. No mosquitoes,1. None,31/01/2013,4000,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2,7,,,,,,,,,,,,,,,
C44-6,29/01/2013,20000,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,10,30. No mosquitoes,1. None,29/01/2013,20000,PM,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),10,7,,,,,,,,,,,,,,,
WP33-7,29/01/2013,400,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,10,,,20,30. No mosquitoes,1. None,29/01/2013,400,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.1,1,,,,,,,,,,,,,,,
WP33.5,29/01/2013,3400,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,20,,,,20,30. No mosquitoes,1. None,29/01/2013,3400,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.5,1,,,,,,,,,,,,,,,
WP33-4,29/01/2013,400,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,5,10,,,10,30. No mosquitoes,1. None,29/01/2013,400,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.1,1,,,,,,,,,,,,,,,
WP33.1,29/01/2013,12000,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,20,20,,,50,30. No mosquitoes,1. None,29/01/2013,12000,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.1,1,,,,,,,,,,,,,,,
WP33-3,29/01/2013,2400,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,5,10,15,,,40,30. No mosquitoes,1. None,29/01/2013,2400,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.5,1,,,,,,,,,,,,,,,
WP33.9,29/01/2013,5000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,10,,,,20,30. No mosquitoes,1. None,29/01/2013,5000,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.5,1,,,,,,,,,,,,,,,
WP33-8,29/01/2013,2000,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,29. Unidentified,,,10,,,20,30. No mosquitoes,1. None,29/01/2013,2000,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.1,1,,,,,,,,,,,,,,,
WP34-3,29/01/2013,5000,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,,,,20,30. No mosquitoes,1. None,29/01/2013,5000,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.5,1,,,,,,,,,,,,,,,
WP34-2,29/01/2013,4500,Fresh,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,10,,,40,30. No mosquitoes,1. None,29/01/2013,4500,PM,,6. Breeding mainly in open areas,Ground,C. Vectobac 12AS (Lt),0.3,1,,,,,,,,,,,,,,,
RB13-6,30/01/2013,300,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,300,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.21,7,,,,,,,,,,,,,,,
RB13-7,30/01/2013,300,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,300,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.21,7,,,,,,,,,,,,,,,
RB13-8,30/01/2013,600,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,600,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.42,7,,,,,,,,,,,,,,,
RB13-9,30/01/2013,1000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
RB13-10,30/01/2013,14000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,14000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),9.8,7,,,,,,,,,,,,,,,
RB13-11,30/01/2013,25000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,2500,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),17.5,7,,,,,,,,,,,,,,,
RB3-1,30/01/2013,4000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,4000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.8,7,,,,,,,,,,,,,,,
RB11-2,30/01/2013,2500,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,2500,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.75,7,,,,,,,,,,,,,,,
RB11-3,30/01/2013,5000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,5000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.5,7,,,,,,,,,,,,,,,
RB11-5,30/01/2013,3000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,2/02/2013,3000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.1,7,,,,,,,,,,,,,,,
RB12-1,30/01/2013,6500,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,6500,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),4.55,7,,,,,,,,,,,,,,,
RB12-3,29/01/2013,35000,Swamp,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24-5,29/01/2013,1000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21-1,29/01/2013,1000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
RB21-2,29/01/2013,110,Drain,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,110,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.77,7,,,,,,,,,,,,,,,
RB21-3,29/01/2013,300,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,300,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.21,7,,,,,,,,,,,,,,,
RB21.4,29/01/2013,5700,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,5700,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.99,7,,,,,,,,,,,,,,,
RB21-5,29/01/2013,100,Drain,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB24-1,29/01/2013,1200,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,1200,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.84,7,,,,,,,,,,,,,,,
RB24-2,29/01/2013,350,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,350,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.245,7,,,,,,,,,,,,,,,
RB24-3,29/01/2013,400,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,400,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.28,7,,,,,,,,,,,,,,,
RB24-4,29/01/2013,2000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,2/02/2013,2000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
LL32-1,29/01/2013,5200,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,5200,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.64,7,,,,,,,,,,,,,,,
RB14-2,29/01/2013,4000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,4000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.8,7,,,,,,,,,,,,,,,
RB14-3,29/01/2013,2000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,2000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
RB14-5,29/01/2013,1500,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,1500,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.05,7,,,,,,,,,,,,,,,
RB14-6,29/01/2013,1500,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,1500,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.05,7,,,,,,,,,,,,,,,
RB14-7,29/01/2013,350,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,350,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.245,7,,,,,,,,,,,,,,,
RB14-9,29/01/2013,150,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,150,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.105,7,,,,,,,,,,,,,,,
RB13-2,29/01/2013,2300,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,2300,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.61,7,,,,,,,,,,,,,,,
RB13-3,29/01/2013,100,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,1/02/2013,100,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.07,7,,,,,,,,,,,,,,,
RB42-1,29/01/2013,3000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,1/02/2013,3000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),2.1,7,,,,,,,,,,,,,,,
RB42-2,29/01/2013,1000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,5,,,15,,,1/02/2013,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
CL32-5,30/01/2013,50000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,20,20,20,,60,,,31/01/2013,25000,AD,,,Aerial,A. Prolink Liquid (Lt),2.07,,,,,,,,,,,,,,,,
RB14-4,30/01/2013,50000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,20,50,50,,120,,,31/01/2013,90000,AD,,,Aerial,A. Prolink Liquid (Lt),2.7,,,,,,,,,,,,,,,,
RB14-12,30/01/2013,50000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,50,50,20,,120,,,31/01/2013,10000,AD,,,Aerial,A. Prolink Liquid (Lt),2.1,,,,,,,,,,,,,,,,
RB14-11,30/01/2013,200000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,50,50,20,,120,,,31/01/2013,269000,AD,,,Aerial,A. Prolink Liquid (Lt),8.07,,,,,,,,,,,,,,,,
RB13-5,30/01/2013,120000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,50,50,,,100,,,31/01/2013,135000,AD,,,Aerial,A. Prolink Liquid (Lt),3.9,,,,,,,,,,,,,,,,
G12-2,30/01/2013,47000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,20,20,,50,,,31/01/2013,114000,AD,,,Aerial,A. Prolink Liquid (Lt),3.42,,,,,,,,,,,,,,,,
G12-3,30/01/2013,10000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,20,20,,50,,,31/01/2013,,,,,,,,,,,,,,,,,,,,,,,
G12-4,30/01/2013,45000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,20,20,,50,,,31/01/2013,,,,,,,,,,,,,,,,,,,,,,,
W44-1,30/01/2013,150000,Salt,Tidal Inundation,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,20,20,,50,,,31/01/2013,289000,AD,,,Aerial,A. Prolink Liquid (Lt),8.67,,,,,,,,,,,,,,,,
C44-6,30/01/2013,150000,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,20,10,,,50,,,31/01/2013,203000,AD,,,Aerial,A. Prolink Liquid (Lt),6.06,,,,,,,,,,,,,,,,
EP33-7,30/01/2013,100000,Salt,Recent Rain,PM,,6. Breeding mainly in open areas,1. Ae. Vigilax,,10,30,,,50,,,31/01/2013,203000,AD,,,Aerial,A. Prolink Liquid (Lt),6,,,,,,,,,,,,,,,,
RB22-1,31/01/2013,1000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,,,,10,,,31/01/2013,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
RB22-2,31/01/2013,110,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,,,,10,,,31/01/2013,110,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.01,7,,,,,,,,,,,,,,,
RB22-4,31/01/2013,5000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,5,5,,,,10,,,31/01/2013,5000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.5,7,,,,,,,,,,,,,,,
R11-1,31/01/2013,50,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,31/01/2013,50,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.035,7,,,,,,,,,,,,,,,
R11-2,31/01/2013,2000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,31/01/2013,2000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
R11-3,31/01/2013,2000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,31/01/2013,2000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
R12-11,31/01/2013,150,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,31/01/2013,150,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.105,7,,,,,,,,,,,,,,,
R12-12,31/01/2013,1000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,31/01/2013,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
R12-13,31/01/2013,2500,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,20,,,31/01/2013,2500,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.75,7,,,,,,,,,,,,,,,
R12-2,31/01/2013,100,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,20,,,,30,,,31/01/2013,100,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.07,7,,,,,,,,,,,,,,,
R12-7,31/01/2013,35000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R21-2,31/01/2013,1500,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,,,,31/01/2013,1500,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.05,7,,,,,,,,,,,,,,,
R21-3,31/01/2013,1200,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,,,,31/01/2013,1200,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.84,7,,,,,,,,,,,,,,,
R21-4,31/01/2013,2000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,,,,31/01/2013,2000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
PITW33-1,31/01/2013,400,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,,,,31/01/2013,400,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.04,7,,,,,,,,,,,,,,,
PITW33-2,31/01/2013,5000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,5,10,,,,,,,31/01/2013,5000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.5,7,,,,,,,,,,,,,,,
PITW33-3,31/01/2013,200,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,,,,31/01/2013,200,tr,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.14,7,,,,,,,,,,,,,,,
PITW33-5,31/01/2013,400,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,,,,31/01/2013,400,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.28,7,,,,,,,,,,,,,,,
PITW33-6,31/01/2013,150,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,,,,31/01/2013,150,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.105,7,,,,,,,,,,,,,,,
RB11-4,31/01/2013,400,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,10,,,,,,,31/01/2013,400,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.04,7,,,,,,,,,,,,,,,
RB11-6,31/01/2013,2000,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,10,10,,,,,,,31/01/2013,2000,tr,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),1.4,7,,,,,,,,,,,,,,,
CB1-1,31/01/2013,400,Fresh,Recent Rain,TR,,6. Breeding mainly in open areas,7. Cx. Sitiens,10,10,,,,,,,31/01/2013,400,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.04,7,,,,,,,,,,,,,,,
KAIS-1,30/01/2013,500,Salt,Tidal Inundation,PB,,6. Breeding mainly in open areas,1. Ae. Vigilax,,,6,3,,9,,,30/01/2013,,PB,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),,,,,,,,,,,,,,,,,
KAIS-2,30/01/2013,500,Salt,Tidal Inundation,PB,,6. Breeding mainly in open areas,1. Ae. Vigilax,,1,3,2,,6,,,30/01/2013,,PB,,6. Breeding mainly in open areas,Ground,2. Prolink Pellets (kg),,,,,,,,,,,,,,,,,
KAIS-4,30/01/2013,10000,Salt,Tidal Inundation,PB,,7. Breeding under mangroves,1. Ae. Vigilax,,,2,2,,4,,,30/01/2013,,PB,,7. Breeding under mangroves,Ground,2. Prolink Pellets (kg),,,,,,,,,,,,,,,,,
MCIS-3,30/01/2013,2000,Salt,Tidal Inundation,PB,,6. Breeding mainly in open areas,1. Ae. Vigilax,,1,2,2,,5,,,30/01/2013,,PB,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),,,,,,,,,,,,,,,,,
MCIS-6,30/01/2013,10000,Salt,Tidal Inundation,PB,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCIS-7,30/01/2013,2000,Salt,Tidal Inundation,PB,,5. Breeding mainly in shallow pools,29. Unidentified,,,2,,,2,,,30/01/2013,,PB,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),,,,,,,,,,,,,,,,,
MCIS-8,30/01/2013,2000,Salt,Tidal Inundation,PB,,6. Breeding mainly in open areas,1. Ae. Vigilax,,3,2,1,,6,,,30/01/2013,,PB,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),,,,,,,,,,,,,,,,,
MCIS-14,30/01/2013,100,Salt,Tidal Inundation,PB,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCIS-9,30/01/2013,10000,Salt,Tidal Inundation,PB,,10. Stale water,30. No mosquitoes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
RUIS-1,30/01/2013,10000,Salt,Tidal Inundation,PB,,10. Stale water,30. No mosquitoes,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
RUIS-2,30/01/2013,10000,Salt,Tidal Inundation,PB,,5. Breeding mainly in shallow pools,29. Unidentified,,,2,,,2,,,30/01/2013,,PB,,5. Breeding mainly in shallow pools,Ground,F. Aquabac 200 GR (kg),,,,,,,,,,,,,,,,,
CBI-2,8/02/2013,1000,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CBI-3,8/02/2013,300,Fresh,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21-1,8/02/2013,1000,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,5,,,,,,,8/02/2013,1000,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),0.7,7,,,,,,,,,,,,,,,
RB21-2,8/02/2013,110,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21-3,8/02/2013,300,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RB21-4,8/02/2013,5700,Salt,Recent Rain,TR,,6. Breeding mainly in open areas,1. Ae. Vigilax,10,5,,,,,,,8/02/2013,5700,TR,,6. Breeding mainly in open areas,Ground,F. Aquabac 200 GR (kg),3.99,7,,,,,,,,,,,,,,,
RB21-5,8/02/2013,100,Salt,Recent Rain,TR,,1. No breeding,30. No mosquitoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
